Date,Name,Value
2015-06-05T00:00:00,CHF,0.94363
2015-06-05T00:00:00,EUR,0.9002399999999999
2015-06-08T00:00:00,ILS,3.8415
2015-06-08T00:00:00,JPY,125.09
2015-06-08T00:00:00,GBP,0.65447
2015-06-08T00:00:00,CHF,0.93342
2015-06-08T00:00:00,EUR,0.89038
2015-06-09T00:00:00,JPY,124.16
2015-06-09T00:00:00,GBP,0.6501100000000001
2015-06-09T00:00:00,EUR,0.8864299999999999
2015-06-09T00:00:00,CHF,0.92973
2015-06-09T00:00:00,ILS,3.8228
2015-06-10T00:00:00,EUR,0.8844299999999999
2015-06-10T00:00:00,ILS,3.8191
2015-06-10T00:00:00,JPY,122.72
2015-06-10T00:00:00,GBP,0.6439699999999999
2015-06-10T00:00:00,CHF,0.92939
2015-06-11T00:00:00,ILS,3.8218
2015-06-11T00:00:00,JPY,123.63
2015-06-11T00:00:00,GBP,0.64549
2015-06-11T00:00:00,CHF,0.93643
2015-06-11T00:00:00,EUR,0.8899299999999999
2015-06-12T00:00:00,ILS,3.8414
2015-06-12T00:00:00,JPY,123.25
2015-06-12T00:00:00,GBP,0.6416
2015-06-12T00:00:00,EUR,0.88671
2015-06-12T00:00:00,CHF,0.92623
2015-06-15T00:00:00,CHF,0.93519
2015-06-15T00:00:00,GBP,0.64222
2015-06-15T00:00:00,ILS,3.8366
2015-06-15T00:00:00,JPY,123.39
2015-06-15T00:00:00,EUR,0.8876299999999999
2015-06-16T00:00:00,JPY,123.4
2015-06-16T00:00:00,ILS,3.8375
2015-06-16T00:00:00,CHF,0.93268
2015-06-16T00:00:00,GBP,0.63956
2015-06-16T00:00:00,EUR,0.8899299999999999
2015-06-17T00:00:00,CHF,0.92779
2015-06-17T00:00:00,GBP,0.63673
2015-06-17T00:00:00,EUR,0.89046
2015-06-17T00:00:00,JPY,124.25
2015-06-17T00:00:00,ILS,3.8355
2015-06-18T00:00:00,ILS,3.8153
2015-06-18T00:00:00,CHF,0.91977
2015-06-18T00:00:00,EUR,0.8769600000000001
2015-06-18T00:00:00,GBP,0.62969
2015-06-18T00:00:00,JPY,122.86
2015-06-19T00:00:00,JPY,122.67
2015-06-19T00:00:00,EUR,0.8822399999999999
2015-06-19T00:00:00,ILS,3.8264
2015-06-19T00:00:00,CHF,0.92074
2015-06-19T00:00:00,GBP,0.6298199999999999
2015-06-22T00:00:00,GBP,0.632
2015-06-22T00:00:00,JPY,123.27
2015-06-22T00:00:00,CHF,0.91887
2015-06-22T00:00:00,ILS,3.7774
2015-06-22T00:00:00,EUR,0.8787200000000001
2015-06-23T00:00:00,CHF,0.93386
2015-06-23T00:00:00,ILS,3.7686
2015-06-23T00:00:00,EUR,0.8937799999999999
2015-06-23T00:00:00,GBP,0.63495
2015-06-23T00:00:00,JPY,123.72
2015-06-24T00:00:00,CHF,0.9362
2015-06-24T00:00:00,JPY,124.24
2015-06-24T00:00:00,ILS,3.7519
2015-06-24T00:00:00,EUR,0.89465
2015-06-24T00:00:00,GBP,0.63775
2015-06-25T00:00:00,CHF,0.93772
2015-06-25T00:00:00,GBP,0.6359199999999999
2015-06-25T00:00:00,EUR,0.89335
2015-06-25T00:00:00,JPY,123.64
2015-06-25T00:00:00,ILS,3.7758
2015-06-26T00:00:00,ILS,3.7958
2015-06-26T00:00:00,CHF,0.93523
2015-06-26T00:00:00,EUR,0.89649
2015-06-26T00:00:00,JPY,123.92
2015-06-26T00:00:00,GBP,0.63539
2015-06-29T00:00:00,CHF,0.92833
2015-06-29T00:00:00,JPY,122.47
2015-06-29T00:00:00,ILS,3.7773
2015-06-29T00:00:00,GBP,0.63442
2015-06-29T00:00:00,EUR,0.89446
2015-06-30T00:00:00,ILS,3.7743
2015-06-30T00:00:00,CHF,0.93487
2015-06-30T00:00:00,GBP,0.63597
2015-06-30T00:00:00,EUR,0.8967
2015-06-30T00:00:00,JPY,122.17
2015-07-02T00:00:00,ILS,3.7702
2015-07-02T00:00:00,CHF,0.94382
2015-07-02T00:00:00,EUR,0.90169
